Airline,Source,Destination,Total_Stops,Price,Duration_in_minutes,Number_of_Stops,Journey_year,Journey_month,Journey_day,Dep_hour,Dep_minute,Arr_hour,Arr_minute
Jet Airways,Mumbai,Hyderabad,non-stop,8040,90,0,2019,5,3,10,20,11,50
Jet Airways,Delhi,Cochin,2 stops,14300,1095,2,2019,6,12,18,20,12,35
Multiple carriers,Delhi,Cochin,1 stop,13727,435,1,2019,5,15,18,15,1,30
Jet Airways,Banglore,New Delhi,1 stop,7832,1050,1,2019,3,21,16,55,10,25
Multiple carriers,Delhi,Cochin,1 stop,16259,535,1,2019,3,9,4,0,12,55
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,6,27,8,30,11,20
Jet Airways,Banglore,New Delhi,1 stop,16736,1235,1,2019,3,6,11,40,8,15
Air India,Kolkata,Banglore,2 stops,13217,1200,2,2019,6,6,9,25,5,25
Multiple carriers,Delhi,Cochin,1 stop,6637,490,1,2019,3,27,12,50,21,0
Jet Airways,Kolkata,Banglore,1 stop,10844,1025,1,2019,6,9,18,55,12,0
Multiple carriers,Delhi,Cochin,1 stop,8401,555,1,2019,3,21,10,0,19,15
SpiceJet,Kolkata,Banglore,non-stop,3873,145,0,2019,4,12,9,0,11,25
Jet Airways,Delhi,Cochin,2 stops,12410,505,2,2019,6,24,20,0,4,25
Jet Airways,Delhi,Cochin,2 stops,15129,810,2,2019,5,18,23,5,12,35
IndiGo,Banglore,Delhi,non-stop,4423,170,0,2019,5,1,13,0,15,50
Jet Airways,Delhi,Cochin,1 stop,16079,360,1,2019,5,27,13,0,19,0
Air India,Kolkata,Banglore,2 stops,15894,1105,2,2019,6,6,14,30,8,55
Multiple carriers,Delhi,Cochin,1 stop,9103,845,1,2019,5,15,4,55,19,0
Air India,Delhi,Cochin,1 stop,8991,1350,1,2019,6,12,9,45,8,15
Air India,Kolkata,Banglore,2 stops,7893,1530,2,2019,4,1,16,50,18,20
IndiGo,Mumbai,Hyderabad,non-stop,4575,90,0,2019,3,3,2,30,4,0
SpiceJet,Kolkata,Banglore,non-stop,3873,145,0,2019,5,3,9,0,11,25
Jet Airways,Banglore,New Delhi,1 stop,7832,935,1,2019,3,21,5,45,21,20
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,5,1,14,45,17,5
Jet Airways,Kolkata,Banglore,1 stop,13759,1575,1,2019,3,24,21,10,23,25
Jet Airways,Banglore,Delhi,non-stop,7229,185,0,2019,5,27,18,55,22,0
SpiceJet,Kolkata,Banglore,non-stop,3873,155,0,2019,4,15,6,55,9,30
Multiple carriers,Delhi,Cochin,1 stop,9794,780,1,2019,5,15,6,0,19,0
Air India,Delhi,Cochin,1 stop,6681,1125,1,2019,3,27,13,30,8,15
IndiGo,Banglore,Delhi,non-stop,4423,180,0,2019,4,21,21,15,0,15
Jet Airways,Kolkata,Banglore,1 stop,10844,685,1,2019,5,15,8,25,19,50
IndiGo,Delhi,Cochin,1 stop,7258,705,1,2019,6,1,9,15,21,0
Jet Airways,Mumbai,Hyderabad,non-stop,4995,90,0,2019,6,12,10,20,11,50
Jet Airways,Delhi,Cochin,1 stop,14924,1325,1,2019,6,9,20,55,19,0
Vistara,Banglore,New Delhi,1 stop,6590,1665,1,2019,3,15,6,40,10,25
Jet Airways,Delhi,Cochin,1 stop,10262,940,1,2019,6,3,20,55,12,35
SpiceJet,Kolkata,Banglore,non-stop,5515,150,0,2019,3,9,9,0,11,30
Jet Airways,Delhi,Cochin,2 stops,6643,1475,2,2019,3,27,19,10,19,45
IndiGo,Mumbai,Hyderabad,non-stop,2754,90,0,2019,6,24,19,5,20,35
IndiGo,Delhi,Cochin,1 stop,6493,310,1,2019,6,9,17,5,22,15
IndiGo,Kolkata,Banglore,1 stop,6218,325,1,2019,5,24,18,5,23,30
Air India,Delhi,Cochin,2 stops,10861,800,2,2019,6,6,5,55,19,15
IndiGo,Delhi,Cochin,1 stop,7094,515,1,2019,3,6,7,35,16,10
SpiceJet,Mumbai,Hyderabad,non-stop,2227,85,0,2019,3,24,22,45,0,10
Jet Airways,Banglore,Delhi,non-stop,4544,180,0,2019,4,21,19,50,22,50
Air India,Banglore,New Delhi,2 stops,7664,630,2,2019,3,21,5,50,16,20
Jet Airways,Banglore,Delhi,non-stop,8016,180,0,2019,6,27,17,45,20,45
Air Asia,Kolkata,Banglore,non-stop,3807,150,0,2019,5,27,22,50,1,20
Air India,Delhi,Cochin,2 stops,12698,725,2,2019,6,3,7,10,19,15
Jet Airways,Kolkata,Banglore,1 stop,8586,1330,1,2019,5,24,6,30,4,40
Jet Airways,Kolkata,Banglore,1 stop,7064,1330,1,2019,4,1,6,30,4,40
IndiGo,Delhi,Cochin,non-stop,5601,195,0,2019,6,9,5,35,8,50
SpiceJet,Delhi,Cochin,1 stop,7317,380,1,2019,5,21,15,45,22,5
Air India,Kolkata,Banglore,3 stops,12797,1470,3,2019,5,6,10,0,10,30
IndiGo,Kolkata,Banglore,1 stop,4226,255,1,2019,4,6,6,15,10,30
Jet Airways,Kolkata,Banglore,1 stop,14151,395,1,2019,5,12,17,0,23,35
IndiGo,Delhi,Cochin,1 stop,6628,890,1,2019,3,27,10,45,1,35
IndiGo,Banglore,New Delhi,non-stop,8033,170,0,2019,3,9,4,0,6,50
Multiple carriers,Delhi,Cochin,1 stop,11200,505,1,2019,6,1,10,35,19,0
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,24,15,30,18,5
Air Asia,Kolkata,Banglore,1 stop,5192,720,1,2019,6,12,22,40,10,40
Jet Airways,Delhi,Cochin,2 stops,13014,1125,2,2019,6,12,9,40,4,25
Jet Airways,Kolkata,Banglore,1 stop,10844,1525,1,2019,5,21,21,10,22,35
Multiple carriers,Delhi,Cochin,1 stop,15603,510,1,2019,3,6,7,0,15,30
GoAir,Banglore,Delhi,non-stop,4239,175,0,2019,4,3,7,45,10,40
Jet Airways,Kolkata,Banglore,1 stop,13044,1200,1,2019,6,12,14,5,10,5
Jet Airways,Delhi,Cochin,1 stop,12898,1485,1,2019,5,27,18,15,19,0
SpiceJet,Kolkata,Banglore,1 stop,6013,520,1,2019,4,1,8,35,17,15
Jet Airways,Kolkata,Banglore,1 stop,14781,365,1,2019,5,6,16,30,22,35
Jet Airways,Delhi,Cochin,1 stop,12557,655,1,2019,3,21,17,30,4,25
Multiple carriers,Delhi,Cochin,1 stop,13875,845,1,2019,3,6,4,45,18,50
Jet Airways,Delhi,Cochin,2 stops,11507,1130,2,2019,6,15,9,35,4,25
Air India,Kolkata,Banglore,non-stop,5510,150,0,2019,6,18,14,15,16,45
GoAir,Kolkata,Banglore,1 stop,10198,460,1,2019,3,24,16,25,0,5
Jet Airways,Kolkata,Banglore,1 stop,8355,435,1,2019,6,12,10,20,17,35
Jet Airways,Banglore,Delhi,non-stop,8016,185,0,2019,6,1,18,55,22,0
IndiGo,Delhi,Cochin,1 stop,6314,625,1,2019,5,27,10,35,21,0
Air India,Delhi,Cochin,non-stop,5831,170,0,2019,3,9,5,10,8,0
Jet Airways,Delhi,Cochin,1 stop,10262,550,1,2019,6,24,19,15,4,25
Multiple carriers,Delhi,Cochin,1 stop,15136,700,1,2019,3,6,13,55,1,35
Jet Airways,Banglore,New Delhi,1 stop,7832,830,1,2019,3,21,20,35,10,25
SpiceJet,Chennai,Kolkata,non-stop,3859,135,0,2019,3,24,8,20,10,35
IndiGo,Kolkata,Banglore,non-stop,4174,150,0,2019,4,6,15,15,17,45
Jet Airways,Banglore,New Delhi,1 stop,19225,340,1,2019,3,6,5,45,11,25
IndiGo,Delhi,Cochin,1 stop,10518,975,1,2019,3,9,4,45,21,0
IndiGo,Banglore,Delhi,non-stop,4823,175,0,2019,4,6,7,10,10,5
Air India,Banglore,New Delhi,non-stop,7276,165,0,2019,3,24,10,0,12,45
Multiple carriers,Delhi,Cochin,1 stop,12192,540,1,2019,6,9,10,0,19,0
Air Asia,Delhi,Cochin,1 stop,11410,865,1,2019,6,1,16,45,7,10
Air India,Kolkata,Banglore,2 stops,13033,920,2,2019,5,21,10,0,1,20
Jet Airways,Banglore,New Delhi,1 stop,26890,570,1,2019,3,1,5,45,15,15
IndiGo,Kolkata,Banglore,non-stop,4804,150,0,2019,6,27,15,15,17,45
Jet Airways,Kolkata,Banglore,1 stop,10844,1550,1,2019,5,15,18,55,20,45
Air India,Delhi,Cochin,2 stops,12436,1820,2,2019,6,12,12,55,19,15
IndiGo,Banglore,Delhi,non-stop,4823,175,0,2019,6,21,7,10,10,5
IndiGo,Mumbai,Hyderabad,non-stop,2227,90,0,2019,6,3,21,20,22,50
Jet Airways,Delhi,Cochin,1 stop,10262,940,1,2019,6,1,20,55,12,35
Jet Airways,Delhi,Cochin,1 stop,17024,1225,1,2019,3,3,8,0,4,25
Jet Airways,Delhi,Cochin,2 stops,9296,1325,2,2019,3,27,6,20,4,25
Air India,Delhi,Cochin,non-stop,6094,185,0,2019,6,6,18,5,21,10
Jet Airways,Kolkata,Banglore,1 stop,8586,1215,1,2019,6,9,8,25,4,40
Jet Airways,Delhi,Cochin,2 stops,10919,1300,2,2019,6,15,6,45,4,25
GoAir,Kolkata,Banglore,1 stop,9495,455,1,2019,6,9,16,40,0,15
Jet Airways,Delhi,Cochin,1 stop,14714,395,1,2019,6,12,21,50,4,25
Air India,Delhi,Cochin,non-stop,5201,180,0,2019,6,24,14,10,17,10
Air India,Delhi,Cochin,2 stops,7090,1420,2,2019,3,27,9,45,9,25
IndiGo,Mumbai,Hyderabad,non-stop,4575,90,0,2019,5,15,9,10,10,40
Multiple carriers,Delhi,Cochin,1 stop,9646,545,1,2019,5,15,7,5,16,10
IndiGo,Delhi,Cochin,1 stop,5636,325,1,2019,6,12,2,0,7,25
Multiple carriers,Delhi,Cochin,1 stop,9646,545,1,2019,6,15,7,5,16,10
Jet Airways,Mumbai,Hyderabad,non-stop,4050,90,0,2019,3,9,19,40,21,10
Jet Airways,Delhi,Cochin,1 stop,14714,1270,1,2019,6,9,21,50,19,0
IndiGo,Kolkata,Banglore,non-stop,4804,150,0,2019,6,18,15,15,17,45
Jet Airways,Delhi,Cochin,1 stop,10577,1485,1,2019,6,9,18,15,19,0
GoAir,Banglore,Delhi,non-stop,3898,165,0,2019,6,15,20,55,23,40
Jet Airways,Kolkata,Banglore,1 stop,14571,960,1,2019,6,6,20,0,12,0
Jet Airways,Delhi,Cochin,2 stops,10919,1300,2,2019,6,15,6,45,4,25
Jet Airways,Banglore,Delhi,non-stop,8016,165,0,2019,6,18,6,0,8,45
IndiGo,Delhi,Cochin,1 stop,6287,425,1,2019,3,21,4,55,12,0
Air India,Kolkata,Banglore,1 stop,8366,905,1,2019,6,6,16,50,7,55
Jet Airways,Delhi,Cochin,1 stop,15400,440,1,2019,3,6,11,30,18,50
Vistara,Banglore,New Delhi,non-stop,8553,160,0,2019,3,3,19,40,22,20
SpiceJet,Kolkata,Banglore,non-stop,3841,155,0,2019,4,9,6,55,9,30
Air India,Delhi,Cochin,2 stops,10021,1545,2,2019,4,9,5,55,7,40
SpiceJet,Chennai,Kolkata,non-stop,3597,140,0,2019,6,24,17,45,20,5
IndiGo,Chennai,Kolkata,non-stop,4332,145,0,2019,5,24,11,35,14,0
GoAir,Banglore,Delhi,non-stop,3898,165,0,2019,6,21,20,55,23,40
Jet Airways,Mumbai,Hyderabad,2 stops,21375,1665,2,2019,3,6,13,5,16,50
Vistara,Kolkata,Banglore,1 stop,8610,975,1,2019,6,6,7,10,23,25
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,15,17,15,19,50
Air India,Delhi,Cochin,2 stops,13591,1730,2,2019,6,1,14,25,19,15
Jet Airways,Kolkata,Banglore,1 stop,14781,590,1,2019,5,6,6,30,16,20
Jet Airways,Banglore,New Delhi,1 stop,9134,315,1,2019,3,15,8,0,13,15
Air India,Delhi,Cochin,2 stops,10493,1545,2,2019,6,9,5,55,7,40
Jet Airways,Banglore,New Delhi,1 stop,8147,1280,1,2019,3,24,11,40,9,0
SpiceJet,Kolkata,Banglore,non-stop,3873,140,0,2019,6,21,22,20,0,40
Jet Airways,Kolkata,Banglore,1 stop,14571,1025,1,2019,6,9,18,55,12,0
Air India,Banglore,New Delhi,2 stops,11003,655,2,2019,3,3,10,30,21,25
Jet Airways,Delhi,Cochin,1 stop,10262,550,1,2019,6,3,19,15,4,25
Jet Airways,Delhi,Cochin,1 stop,12719,995,1,2019,3,21,2,15,18,50
Jet Airways,Delhi,Cochin,1 stop,10262,1325,1,2019,6,24,20,55,19,0
Air India,Banglore,Delhi,non-stop,7171,165,0,2019,6,21,17,0,19,45
SpiceJet,Banglore,Delhi,non-stop,4423,160,0,2019,4,27,5,55,8,35
Multiple carriers,Delhi,Cochin,1 stop,12616,490,1,2019,3,9,17,25,1,35
Air India,Delhi,Cochin,2 stops,12970,1560,2,2019,6,1,17,15,19,15
Jet Airways,Kolkata,Banglore,1 stop,14914,775,1,2019,3,24,21,10,10,5
Jet Airways,Mumbai,Hyderabad,non-stop,3210,85,0,2019,5,6,2,55,4,20
GoAir,Banglore,Delhi,non-stop,4632,175,0,2019,4,21,7,45,10,40
Jet Airways,Delhi,Cochin,1 stop,12373,655,1,2019,5,9,17,30,4,25
IndiGo,Kolkata,Banglore,non-stop,4804,150,0,2019,6,15,14,25,16,55
Multiple carriers,Delhi,Cochin,3 stops,21829,565,3,2019,3,3,11,35,21,0
Multiple carriers,Delhi,Cochin,1 stop,13587,780,1,2019,6,1,8,0,21,0
Jet Airways,Delhi,Cochin,2 stops,12819,1760,2,2019,6,27,23,5,4,25
Air Asia,Delhi,Cochin,1 stop,6151,660,1,2019,3,27,20,10,7,10
Jet Airways,Banglore,Delhi,non-stop,8016,175,0,2019,6,1,15,15,18,10
Multiple carriers,Delhi,Cochin,1 stop,15135,680,1,2019,3,6,7,30,18,50
IndiGo,Delhi,Cochin,1 stop,6794,500,1,2019,5,21,17,10,1,30
Vistara,Kolkata,Banglore,1 stop,8610,1640,1,2019,5,15,17,0,20,20
Air India,Kolkata,Banglore,2 stops,12723,1840,2,2019,5,18,5,50,12,30
Air India,Kolkata,Banglore,1 stop,7662,1515,1,2019,6,6,12,0,13,15
Multiple carriers,Delhi,Cochin,1 stop,14343,515,1,2019,3,9,17,0,1,35
Multiple carriers,Delhi,Cochin,1 stop,6795,910,1,2019,6,1,10,20,1,30
SpiceJet,Kolkata,Banglore,non-stop,3873,140,0,2019,5,9,22,20,0,40
IndiGo,Mumbai,Hyderabad,non-stop,2754,90,0,2019,6,12,19,5,20,35
Air India,Mumbai,Hyderabad,1 stop,16666,905,1,2019,3,6,6,10,21,15
Multiple carriers,Delhi,Cochin,1 stop,11098,460,1,2019,6,1,4,55,12,35
Jet Airways,Kolkata,Banglore,1 stop,10539,1745,1,2019,6,9,17,0,22,5
Air India,Delhi,Cochin,1 stop,9929,735,1,2019,5,27,7,0,19,15
Jet Airways,Kolkata,Banglore,1 stop,10844,1430,1,2019,5,12,16,30,16,20
Jet Airways,Kolkata,Banglore,1 stop,12692,1730,1,2019,6,6,9,35,14,25
Jet Airways,Delhi,Cochin,1 stop,9212,455,1,2019,3,21,20,50,4,25
Multiple carriers,Delhi,Cochin,1 stop,13727,630,1,2019,5,15,15,0,1,30
Air Asia,Banglore,Delhi,non-stop,4282,170,0,2019,6,15,4,55,7,45
Jet Airways,Kolkata,Banglore,1 stop,10844,1285,1,2019,5,24,18,55,16,20
Air India,Delhi,Cochin,1 stop,7480,965,1,2019,6,27,17,20,9,25
IndiGo,Banglore,Delhi,non-stop,4823,180,0,2019,5,1,16,55,19,55
Jet Airways,Delhi,Cochin,1 stop,12373,825,1,2019,5,18,22,50,12,35
Multiple carriers,Delhi,Cochin,1 stop,7215,560,1,2019,3,21,11,40,21,0
Air India,Delhi,Cochin,1 stop,7480,1640,1,2019,5,9,6,5,9,25
Multiple carriers,Delhi,Cochin,1 stop,8143,720,1,2019,6,24,9,0,21,0
IndiGo,Banglore,Delhi,non-stop,4823,175,0,2019,5,3,18,25,21,20
Jet Airways,Kolkata,Banglore,1 stop,10844,735,1,2019,6,6,20,0,8,15
SpiceJet,Banglore,Delhi,non-stop,5621,175,0,2019,4,12,21,10,0,5
Vistara,Kolkata,Banglore,1 stop,9555,1440,1,2019,5,18,20,20,20,20
IndiGo,Banglore,New Delhi,non-stop,4777,165,0,2019,3,21,1,30,4,15
SpiceJet,Banglore,New Delhi,non-stop,7648,175,0,2019,3,3,9,35,12,30
IndiGo,Kolkata,Banglore,1 stop,10308,295,1,2019,4,1,9,20,14,15
Jet Airways,Delhi,Cochin,2 stops,21219,440,2,2019,5,24,11,40,19,0
IndiGo,Kolkata,Banglore,1 stop,11319,295,1,2019,5,6,9,20,14,15
Jet Airways,Kolkata,Banglore,1 stop,10844,1415,1,2019,5,15,21,10,20,45
Multiple carriers,Delhi,Cochin,1 stop,15078,435,1,2019,5,9,18,15,1,30
SpiceJet,Mumbai,Hyderabad,non-stop,2017,90,0,2019,5,1,22,45,0,15
Air Asia,Kolkata,Banglore,non-stop,4409,150,0,2019,6,1,22,50,1,20
IndiGo,Delhi,Cochin,1 stop,5054,275,1,2019,6,9,7,35,12,10
Air India,Banglore,New Delhi,2 stops,10111,980,2,2019,3,15,5,50,22,10
SpiceJet,Banglore,New Delhi,non-stop,4273,170,0,2019,3,18,20,30,23,20
Jet Airways,Delhi,Cochin,2 stops,8728,1735,2,2019,3,21,13,55,18,50
Air India,Kolkata,Banglore,1 stop,8576,905,1,2019,5,24,16,50,7,55
Jet Airways,Banglore,Delhi,non-stop,8016,180,0,2019,6,3,17,45,20,45
Jet Airways,Banglore,Delhi,non-stop,8016,175,0,2019,6,9,15,15,18,10
Jet Airways,Kolkata,Banglore,1 stop,14151,1630,1,2019,5,18,20,25,23,35
IndiGo,Banglore,Delhi,non-stop,4423,165,0,2019,4,15,6,5,8,50
Jet Airways,Mumbai,Hyderabad,non-stop,4050,85,0,2019,6,15,7,5,8,30
Jet Airways,Kolkata,Banglore,1 stop,14781,345,1,2019,5,6,14,5,19,50
Jet Airways,Kolkata,Banglore,1 stop,8586,735,1,2019,5,15,20,0,8,15
Air Asia,Kolkata,Banglore,1 stop,5162,215,1,2019,5,21,19,55,23,30
Jet Airways,Kolkata,Banglore,1 stop,13731,450,1,2019,6,9,21,10,4,40
Jet Airways,Delhi,Cochin,1 stop,7438,925,1,2019,3,21,13,0,4,25
Jet Airways,Kolkata,Banglore,1 stop,14151,1520,1,2019,5,15,9,35,10,55
Vistara,Banglore,Delhi,non-stop,5613,170,0,2019,4,12,21,0,23,50
IndiGo,Kolkata,Banglore,1 stop,5380,290,1,2019,5,15,15,15,20,5
Jet Airways,Delhi,Cochin,1 stop,7438,1015,1,2019,3,21,11,30,4,25
Multiple carriers,Delhi,Cochin,1 stop,9646,925,1,2019,6,1,7,5,22,30
Air Asia,Delhi,Cochin,1 stop,6853,625,1,2019,5,15,20,45,7,10
Jet Airways,Banglore,New Delhi,1 stop,13555,375,1,2019,3,18,14,5,20,20
IndiGo,Delhi,Cochin,1 stop,5883,480,1,2019,6,15,17,30,1,30
IndiGo,Delhi,Cochin,1 stop,6171,425,1,2019,3,9,4,55,12,0
IndiGo,Mumbai,Hyderabad,non-stop,3175,90,0,2019,5,21,16,55,18,25
IndiGo,Delhi,Cochin,1 stop,4832,355,1,2019,3,27,7,45,13,40
Multiple carriers,Delhi,Cochin,1 stop,13377,570,1,2019,6,1,16,0,1,30
Jet Airways,Delhi,Cochin,1 stop,10262,520,1,2019,6,24,19,45,4,25
Jet Airways,Delhi,Cochin,1 stop,10262,1100,1,2019,6,1,18,15,12,35
Air India,Delhi,Cochin,2 stops,8603,1180,2,2019,5,18,12,0,7,40
Jet Airways,Kolkata,Banglore,1 stop,8586,1330,1,2019,6,6,6,30,4,40
Vistara,Kolkata,Banglore,1 stop,8452,765,1,2019,5,21,20,20,9,5
Jet Airways,Kolkata,Banglore,1 stop,14231,1395,1,2019,3,24,18,55,18,10
Jet Airways,Delhi,Cochin,1 stop,16289,660,1,2019,5,21,8,0,19,0
SpiceJet,Banglore,New Delhi,non-stop,6860,175,0,2019,3,3,9,35,12,30
IndiGo,Mumbai,Hyderabad,non-stop,2754,90,0,2019,5,9,2,35,4,5
Multiple carriers,Delhi,Cochin,1 stop,9646,925,1,2019,6,9,7,5,22,30
Air India,Chennai,Kolkata,non-stop,4667,135,0,2019,5,27,11,40,13,55
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,4,21,15,30,18,5
IndiGo,Banglore,New Delhi,non-stop,4545,165,0,2019,3,9,1,30,4,15
Jet Airways,Banglore,New Delhi,1 stop,25735,1290,1,2019,3,1,22,50,20,20
Jet Airways,Delhi,Cochin,2 stops,12647,1375,2,2019,3,21,5,30,4,25
Jet Airways,Kolkata,Banglore,1 stop,8586,1090,1,2019,5,1,14,5,8,15
IndiGo,Chennai,Kolkata,non-stop,5277,140,0,2019,6,9,22,5,0,25
IndiGo,Delhi,Cochin,1 stop,6206,845,1,2019,3,27,11,30,1,35
Air Asia,Banglore,Delhi,non-stop,4483,165,0,2019,4,12,11,10,13,55
Vistara,Kolkata,Banglore,1 stop,9870,1550,1,2019,5,24,17,0,18,50
SpiceJet,Kolkata,Banglore,non-stop,3841,150,0,2019,6,27,17,10,19,40
SpiceJet,Kolkata,Banglore,non-stop,3815,150,0,2019,3,27,9,0,11,30
IndiGo,Banglore,New Delhi,non-stop,6860,170,0,2019,3,24,23,30,2,20
Jet Airways,Kolkata,Banglore,1 stop,12121,870,1,2019,5,1,20,25,10,55
Jet Airways,Delhi,Cochin,1 stop,5963,535,1,2019,3,27,9,55,18,50
SpiceJet,Banglore,Delhi,non-stop,3625,160,0,2019,6,6,5,55,8,35
SpiceJet,Kolkata,Banglore,non-stop,3841,145,0,2019,6,15,9,0,11,25
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,6,12,20,0,22,50
Multiple carriers,Delhi,Cochin,1 stop,9646,385,1,2019,6,12,9,45,16,10
Jet Airways,Delhi,Cochin,1 stop,10152,620,1,2019,5,27,2,15,12,35
IndiGo,Delhi,Cochin,1 stop,7514,940,1,2019,6,3,6,50,22,30
Jet Airways,Banglore,New Delhi,1 stop,16736,685,1,2019,3,6,7,0,18,25
Jet Airways,Kolkata,Banglore,1 stop,13584,910,1,2019,5,6,18,55,10,5
Air India,Kolkata,Banglore,2 stops,11222,1415,2,2019,5,21,8,20,7,55
IndiGo,Chennai,Kolkata,non-stop,3850,140,0,2019,5,1,7,55,10,15
Vistara,Banglore,New Delhi,non-stop,7608,160,0,2019,3,24,12,0,14,40
Jet Airways,Kolkata,Banglore,1 stop,10844,1220,1,2019,5,12,20,0,16,20
Multiple carriers,Delhi,Cochin,1 stop,7408,510,1,2019,6,9,17,0,1,30
Vistara,Chennai,Kolkata,non-stop,3687,135,0,2019,5,18,7,5,9,20
SpiceJet,Delhi,Cochin,1 stop,11726,375,1,2019,3,3,16,35,22,50
Jet Airways,Kolkata,Banglore,1 stop,9663,1610,1,2019,5,6,6,30,9,20
Air India,Kolkata,Banglore,2 stops,12829,1845,2,2019,3,24,7,0,13,45
IndiGo,Delhi,Cochin,1 stop,6069,300,1,2019,6,27,16,0,21,0
Jet Airways,Kolkata,Banglore,1 stop,8529,1640,1,2019,6,12,16,30,19,50
Vistara,Kolkata,Banglore,1 stop,8085,385,1,2019,5,9,17,0,23,25
Vistara,Banglore,Delhi,non-stop,4878,165,0,2019,5,15,19,30,22,15
IndiGo,Banglore,Delhi,non-stop,4077,170,0,2019,4,3,13,0,15,50
IndiGo,Kolkata,Banglore,1 stop,7605,315,1,2019,5,9,21,0,2,15
Jet Airways,Delhi,Cochin,2 stops,13014,1375,2,2019,6,15,5,30,4,25
IndiGo,Delhi,Cochin,1 stop,11600,885,1,2019,3,3,7,35,22,20
Jet Airways,Kolkata,Banglore,1 stop,14151,1005,1,2019,5,12,17,0,9,45
Air India,Delhi,Cochin,2 stops,12497,1105,2,2019,6,24,13,15,7,40
Jet Airways,Delhi,Cochin,1 stop,17024,995,1,2019,3,6,2,15,18,50
SpiceJet,Chennai,Kolkata,non-stop,6300,155,0,2019,3,9,9,30,12,5
Multiple carriers,Delhi,Cochin,1 stop,15147,470,1,2019,3,6,17,45,1,35
Multiple carriers,Delhi,Cochin,1 stop,6795,760,1,2019,6,1,12,50,1,30
IndiGo,Mumbai,Hyderabad,non-stop,5755,85,0,2019,3,3,19,5,20,30
Air India,Kolkata,Banglore,1 stop,10203,1185,1,2019,5,12,20,30,16,15
Jet Airways,Delhi,Cochin,1 stop,14714,1015,1,2019,6,6,11,30,4,25
IndiGo,Banglore,New Delhi,non-stop,4545,170,0,2019,3,18,22,20,1,10
Jet Airways,Kolkata,Banglore,1 stop,14781,855,1,2019,5,15,6,30,20,45
Air India,Banglore,New Delhi,2 stops,11602,1655,2,2019,3,12,7,30,11,5
IndiGo,Mumbai,Hyderabad,non-stop,4049,90,0,2019,5,6,6,25,7,55
Jet Airways,Delhi,Cochin,2 stops,13029,1375,2,2019,5,9,5,30,4,25
Jet Airways,Kolkata,Banglore,1 stop,14571,740,1,2019,6,9,8,25,20,45
Air India,Banglore,Delhi,non-stop,6961,165,0,2019,6,9,6,10,8,55
SpiceJet,Kolkata,Banglore,1 stop,6381,520,1,2019,5,15,8,35,17,15
SpiceJet,Kolkata,Banglore,non-stop,3841,155,0,2019,4,1,6,55,9,30
Jet Airways,Delhi,Cochin,2 stops,11538,1325,2,2019,3,21,6,20,4,25
Vistara,Kolkata,Banglore,1 stop,8610,1440,1,2019,5,6,20,20,20,20
Air India,Delhi,Cochin,2 stops,11552,2170,2,2019,3,6,7,5,19,15
Multiple carriers,Delhi,Cochin,1 stop,7408,840,1,2019,6,1,7,0,21,0
Jet Airways,Delhi,Cochin,1 stop,10262,1010,1,2019,6,27,19,45,12,35
Air India,Kolkata,Banglore,2 stops,10991,1625,2,2019,5,6,5,50,8,55
Multiple carriers,Delhi,Cochin,1 stop,13587,435,1,2019,6,9,18,15,1,30
Air India,Delhi,Cochin,1 stop,7480,1255,1,2019,5,15,12,30,9,25
IndiGo,Banglore,New Delhi,1 stop,6351,300,1,2019,3,9,17,55,22,55
Multiple carriers,Delhi,Cochin,1 stop,7153,420,1,2019,5,27,14,0,21,0
Air Asia,Kolkata,Banglore,non-stop,4409,150,0,2019,5,6,19,55,22,25
IndiGo,Kolkata,Banglore,1 stop,7228,315,1,2019,5,15,21,0,2,15
Multiple carriers,Delhi,Cochin,1 stop,11667,650,1,2019,3,27,8,0,18,50
SpiceJet,Kolkata,Banglore,1 stop,4649,315,1,2019,6,12,15,5,20,20
Air India,Kolkata,Banglore,2 stops,12592,1255,2,2019,5,9,16,50,13,45
Multiple carriers,Delhi,Cochin,1 stop,11789,520,1,2019,6,12,10,20,19,0
Air India,Chennai,Kolkata,non-stop,4667,135,0,2019,6,1,11,40,13,55
Air Asia,Kolkata,Banglore,1 stop,9719,720,1,2019,5,21,22,40,10,40
Air India,Delhi,Cochin,1 stop,6902,375,1,2019,3,27,13,0,19,15
Jet Airways,Kolkata,Banglore,1 stop,14781,520,1,2019,5,21,20,0,4,40
Jet Airways,Kolkata,Banglore,1 stop,10844,850,1,2019,5,18,8,25,22,35
Air India,Kolkata,Banglore,2 stops,11522,1975,2,2019,3,24,5,40,14,35
Air India,Banglore,Delhi,non-stop,6121,170,0,2019,4,21,13,20,16,10
Vistara,Kolkata,Banglore,1 stop,8610,385,1,2019,6,6,17,0,23,25
Air Asia,Kolkata,Banglore,non-stop,5620,150,0,2019,3,24,22,50,1,20
IndiGo,Kolkata,Banglore,non-stop,4804,150,0,2019,5,27,15,15,17,45
